image_name,question,answer
9e55ce09.jpg,What is the texture of the beanie,ribbed
9e5cc23d.jpg,What color is the bottom stripe,purple
9e5cc23d.jpg,What color is the middle stripe,blue
9e5cc23d.jpg,What is the main color of the wallet,grey
9e5cc23d.jpg,What is the shape of the wallet,rectangular
9e5cc23d.jpg,What material appears to be used,leather
9e6d9fef.jpg,How many arms does the holder have,two
9e6d9fef.jpg,How many round knobs are visible on the holder,two
9e6d9fef.jpg,What is the apparent material of the holder,metal
9e6d9fef.jpg,What is the main color of the toilet paper holder,nickel
9e6d9fef.jpg,What is the shape of the main body of the holder,cylindrical
9e7062e4.jpg,How many layers of fabric are visible,two
9e7062e4.jpg,What appears to be the material of the sheet,cotton
9e7062e4.jpg,What is the main color of the sheet,ivory
9e7062e4.jpg,What is the shape of the sheet,rectangular
9e7062e4.jpg,What type of sheet is shown,flat
9e742c45.jpg,How many straps does the slipper have,two
9e742c45.jpg,What is the main color of the slipper,tan
9e742c45.jpg,What is the material of the strap,chain
9e742c45.jpg,What is the pattern on the insole,striped
9e742c45.jpg,What type of shoe is this,slipper
9e7654a4.jpg,How many ribs are visibly present in the umbrella,eight
9e7654a4.jpg,Is the umbrella open or closed,open
9e7654a4.jpg,What is the main color of the umbrella,green
9e7654a4.jpg,What is the material of the umbrella pole,wood
9e7654a4.jpg,What is the shape of the umbrella canopy,round
9e766f81.jpg,Does the fabric appear smooth or rough,rough
9e766f81.jpg,Is the fabric shiny or matte,matte
9e766f81.jpg,What is the main color shown,charcoal
9e766f81.jpg,What is the overall pattern of the fabric,speckled
9e766f81.jpg,What is the texture of the fabric,woven
9e7abdca.jpg,Is the comforter folded,yes
9e7abdca.jpg,What is the comforter's fill type,down
9e7abdca.jpg,What is the main color of the comforter,sage
9e7abdca.jpg,What is the shape of the comforter,rectangular
9e7abdca.jpg,What size is the comforter,twin
9e7b28cd.jpg,What appears to be the material of the boot,suede
9e7b28cd.jpg,What is the boot height,knee
9e7b28cd.jpg,What is the heel type of the boot,stiletto
9e7b28cd.jpg,What is the main color of the boot,black
9e7b28cd.jpg,What is the toe shape of the boot,pointed
9e864666.jpg,What color are the stripes on the shoe,black
9e864666.jpg,What color is the sole of the shoe,white
9e864666.jpg,What is the main color of the shoe,green
9e864666.jpg,What material appears at the toe of the shoe,grey
9e864666.jpg,What type of laces are on the shoe,black
9ea39211.jpg,How many corners does the cover have,four
9ea39211.jpg,What is the main color of the cover,transparent
9ea39211.jpg,What is the material of the table legs,wood
9ea39211.jpg,What is the primary material of the cover,pvc
9ea39211.jpg,What is the shape of the table,rectangular
9ea4d8cf.jpg,How many straps does the sandal have,two
9ea4d8cf.jpg,What is the main color of the sandal,white
9ea4d8cf.jpg,What is the style of the sandal,sandal
9ea4d8cf.jpg,What material is the sandal made of,leather
9ea4d8cf.jpg,What type of heel does the sandal have,stiletto
9ea533b3.jpg,How many shoes are in the image,one
9ea533b3.jpg,Is the shoe design slip-on or laced,slip
9ea533b3.jpg,What color is the sole,white
9ea533b3.jpg,What is the main color of the shoe,red
9ea533b3.jpg,What is the type of shoe shown,sneaker
9ea6992d.jpg,How many light bulbs are shown,sixteen
9ea6992d.jpg,What is the main color of the light bulbs,white
9ea6992d.jpg,What is the material of the light bulbs,plastic
9ea6992d.jpg,What is the shape of the light bulbs,round
9ea6992d.jpg,What type of base do the bulbs have,gu10
9eac2a7b.jpg,How many shelves does the rack have,four
9eac2a7b.jpg,Is the shoe rack foldable,yes
9eac2a7b.jpg,What is the main color of the shoe rack,black
9eac2a7b.jpg,What is the primary material of the rack,steel
9eac2a7b.jpg,What is the shape of the rack's frame,rectangular
9eb18652.jpg,How many visible rows of links are there,multiple
9eb18652.jpg,What is the clasp type,hook
9eb18652.jpg,What is the overall shape of the bracelet,rectangular
9eb18652.jpg,What is the primary metal of the bracelet,silver
9eb18652.jpg,What is the style of the bracelet's links,mesh
9eb50746.jpg,Is the shoe a high-top or low-top,low
9eb50746.jpg,What is the main color of the shoe,black
9eb50746.jpg,What is the style of the toe,rounded
9eb50746.jpg,What material appears to be used for the shoe,leather
9eb50746.jpg,What type of shoe is shown,loafer
9ebdcb99.jpg,How many canisters are shown,two
9ebdcb99.jpg,What is the color of the lids,teal
9ebdcb99.jpg,What is the main color of the canisters,off
9ebdcb99.jpg,What is the shape of the canisters,cylindrical
9ebdcb99.jpg,What is the texture of the canisters,ribbed
9ec3d356.jpg,How many cables are shown,one
9ec3d356.jpg,What connector type is on the left,lightning
9ec3d356.jpg,What connector type is on the right,usb
9ec3d356.jpg,What is the main color of the cable,black
9ec3d356.jpg,What is the shape of the cable connectors,rectangular
9ec56260.jpg,What is the main color of the tie,silver
9ec56260.jpg,What is the shape of the tie,skinny
9ec56260.jpg,What is the texture of the tie,silk
9ec56260.jpg,What is the tie's design,textured
9ec56260.jpg,What is the tie's style,necktie
9ecc318d.jpg,Do the cubes have handles,yes
9ecc318d.jpg,How many storage cubes are shown,six
9ecc318d.jpg,What appears to be the material of the cubes,fabric
9ecc318d.jpg,What is the main color of the cubes,grey
9ecc318d.jpg,What shape are the storage cubes,cubes
9ed1e94d.jpg,What is the main color of the lightbulb,white
9ed1e94d.jpg,What is the overall shape of the lightbulb,conical
9ed1e94d.jpg,What is the shape of the lightbulb's top,flat
9ed1e94d.jpg,What material appears to be the lightbulb's body,plastic
9ed1e94d.jpg,What type of base does the lightbulb have,screw
9ed8e266.jpg,How many colors are predominantly visible,one
9ed8e266.jpg,Is the fabric pattern uniform,yes
9ed8e266.jpg,What is the dominant color,beige
9ed8e266.jpg,What is the main texture shown,linen
9ed8e266.jpg,What is the overall appearance of the swatch,plain
9ed9b038.jpg,How many screen protectors are shown,two
9ed9b038.jpg,What brand is the phone shown,samsung
9ed9b038.jpg,What is the main color of the screen protector,blue
9ed9b038.jpg,What is the shape of the screen protector,rectangular
9ed9b038.jpg,What type of material is the screen protector,glass
9edb3792.jpg,What is the apparent material of the wallet,leather
9edb3792.jpg,What is the dominant design element,stars
9edb3792.jpg,What is the main color of the wallet,pink
9edb3792.jpg,What is the style of the wallet,clutch
9edb3792.jpg,What shape is the central design,diamond
9edbef0c.jpg,Does the bean bag appear to be filled with beans,no
9edbef0c.jpg,What is the apparent texture of the bean bag cover,leather
9edbef0c.jpg,What is the main color of the bean bag cover,red
9edbef0c.jpg,What is the shape of the bean bag cover,teardrop
9edbef0c.jpg,What size is the bean bag,xxl
9edf0da0.jpg,How many words are inscribed on the bracelet band,five
9edf0da0.jpg,What is the overall design theme of the bracelet,sentimental
9edf0da0.jpg,What is the primary metal color of the bracelet,silver
9edf0da0.jpg,What is the shape of the main design element,tree
9edf0da0.jpg,What is the style of the bracelet,bangle
9ee27b2d.jpg,How many curtains are shown in the image,two
9ee27b2d.jpg,What is on the floor near the curtains,plant
9ee27b2d.jpg,What is the general style of the curtains,solid
9ee27b2d.jpg,What is the main color of the curtains,turquoise
9ee27b2d.jpg,What type of heading do the curtains have,grommets
9ee906f3.jpg,How many pigtails does the doll have,two
9ee906f3.jpg,What color are the doll's shoes,purple
9ee906f3.jpg,What color is the doll's dress,pink
9ee906f3.jpg,What color is the doll's hair,blue
9ee906f3.jpg,What color is the doll's hat,purple
9eebc4fe.jpg,How many shelves does the bookcase have,three
9eebc4fe.jpg,Is the bookcase low to the ground,yes
9eebc4fe.jpg,What is the main color of the bookcase,brown
9eebc4fe.jpg,What is the overall shape of the bookcase,rectangular
9eebc4fe.jpg,What is the primary material of the bookcase,wood
9eec0fd9.jpg,How many legs does the table have,four
9eec0fd9.jpg,What is the main color of the tablecloth,red
9eec0fd9.jpg,What is the material of the table legs,wood
9eec0fd9.jpg,What is the overall pattern of the tablecloth,solid
9eec0fd9.jpg,What is the shape of the tablecloth,rectangular
9eec6078.jpg,Does the bathmat have a border,yes
9eec6078.jpg,Is the bathmat patterned or solid,solid
9eec6078.jpg,What is the main color of the bathmat,grey
9eec6078.jpg,What is the shape of the bathmat,rectangle
9eec6078.jpg,What is the texture of the bathmat,soft
9ef00431.jpg,How many shelves does the coffee table have,two
9ef00431.jpg,What is the main color of the coffee table,brown
9ef00431.jpg,What is the primary material of the coffee table,wood
9ef00431.jpg,What is the shape of the coffee table,rectangular
9ef00431.jpg,What is the style of the legs of the coffee table,block
9efa1cef.jpg,How many layers does the frame appear to have,two
9efa1cef.jpg,Is the mirror's reflection shown clearly,no
9efa1cef.jpg,What color is the frame,black
9efa1cef.jpg,What is the overall shape of the mirror,diamond
9efa1cef.jpg,"What is the primary material of the frame, appearing to be metal",metal
9f00e90e.jpg,How many main zipper compartments are visible,two
9f00e90e.jpg,What color are the zippers and buckles,grey
9f00e90e.jpg,What is the main color of the backpack,orange
9f00e90e.jpg,What is the primary material of the backpack,nylon
9f00e90e.jpg,What is the style of the backpack,backpack
9f016652.jpg,What color is the handle,blue
9f016652.jpg,What is the main pattern on the box,chevron
9f016652.jpg,What is the primary color of the box,blue
9f016652.jpg,What is the shape of the storage box,cube
9f016652.jpg,What material appears to be used for the box,fabric
9f032f6f.jpg,How many lamp arms are visible,one
9f032f6f.jpg,What is the base shape of the lamp,circular
9f032f6f.jpg,What is the main shape of the lampshade,dome
9f032f6f.jpg,What is the overall finish of the lamp,brushed
9f032f6f.jpg,What is the style of the lamp's arm,curved
9f048a2f.jpg,How many items are in the set,two
9f048a2f.jpg,What is the main material of the items,copper
9f048a2f.jpg,What is the pattern on the surface,hammered
9f048a2f.jpg,What is the shape of the smaller item,bottle
9f048a2f.jpg,What shape is the larger item,jug
9f04e910.jpg,How many colors are shown,two
9f04e910.jpg,What color is the lighter side,beige
9f04e910.jpg,What is at the bottom edge,fringe
9f04e910.jpg,What is the main item shown,scarf
9f04e910.jpg,What is the shape of the item,rectangular
9f09b525.jpg,How many straps are visible,two
9f09b525.jpg,What is the main color of the sole,brown
9f09b525.jpg,What is the main color of the straps,black
9f09b525.jpg,What is the style of the sandal,casual
9f09b525.jpg,What type of sandal is shown,thong
9f0a1012.jpg,How many colors are present in the pendant,two
9f0a1012.jpg,What is the main color of the cross,black
9f0a1012.jpg,What is the material of the necklace,steel
9f0a1012.jpg,What is the shape of the pendant,cross
9f0a1012.jpg,What is the type of chain used,ball
9f0e0c44.jpg,How many stacks of cards are shown,two
9f0e0c44.jpg,What appears to be the texture of the cards,smooth
9f0e0c44.jpg,What is the apparent orientation of the cards,vertical
9f0e0c44.jpg,What is the main color of the cards,white
9f0e0c44.jpg,What is the shape of the card stack,rectangular
9f117ce6.jpg,How many arms does the mount have,three
9f117ce6.jpg,What is the main color of the mount,black
9f117ce6.jpg,What is the shape of the mount's main body,square
9f117ce6.jpg,What material are the protective pads made of,neo
9f117ce6.jpg,What type of movement does the mount offer,full
9f17b163.jpg,What color is the camo pattern,blue
9f17b163.jpg,What is the main color of the shoe's upper,white
9f17b163.jpg,What is the pattern on part of the shoe,camo
9f17b163.jpg,What is the sole color,white
9f17b163.jpg,What type of shoe is shown,sneakers
9f2a5afb.jpg,How many gemstones are shown in the image,two
9f2a5afb.jpg,What color is the metal,yellow
9f2a5afb.jpg,What is the setting of the earring,gold
9f2a5afb.jpg,What is the shape of the gemstone,cushion
9f2a5afb.jpg,What type of earring is shown,stud
9f4a8284.jpg,Does the wallet have a wrist strap,yes
9f4a8284.jpg,How many main compartments are visible on the wallet,two
9f4a8284.jpg,What is the main color of the wallet,black
9f4a8284.jpg,What is the primary material of the wallet,leather
9f4a8284.jpg,What is the type of closure visible on the wallet,flap
9f538261.jpg,How many figures are depicted on the medal,four
9f538261.jpg,What is the length of the chain,24
9f538261.jpg,What is the main color of the necklace,silver
9f538261.jpg,What is the material of the chain,steel
9f538261.jpg,What is the shape of the medal,cross
9f5e2c80.jpg,How many corners are visible in the image,two
9f5e2c80.jpg,Is the rug folded,yes
9f5e2c80.jpg,What is the main color of the bath rug,blue
9f5e2c80.jpg,What is the shape of the bath rug,rectangular
9f5e2c80.jpg,What is the texture of the rug appear to be,looped
9f5e3817.jpg,How many earcups are there,two
9f5e3817.jpg,What is the accent color on the earmuffs,purple
9f5e3817.jpg,What is the main color of the earmuffs,black
9f5e3817.jpg,What is the overall shape of each earcup,oval
9f5e3817.jpg,What material appears to be used for the headband,rubber
9f6818e3.jpg,How many sides does the rug have,four
9f6818e3.jpg,Is the rug folded,yes
9f6818e3.jpg,What is the main color of the rug,grey
9f6818e3.jpg,What is the shape of the rug,rectangular
9f6818e3.jpg,What is the texture of the rug,fuzzy
9f6cf147.jpg,What color is the bed frame,white
9f6cf147.jpg,What color is the wastebasket,red
9f6cf147.jpg,What is the main pattern on the duvet cover,canoes
9f6cf147.jpg,What is the main pattern on the pillowcases,stripes
9f6cf147.jpg,What is the type of bedding shown,twin
9f73c178.jpg,What color are the prominent stripes on the clock face,blue
9f73c178.jpg,What is the main color of the frame,black
9f73c178.jpg,What is the shape of the clock,round
9f73c178.jpg,What material appears to be imitated on the clock face,wood
9f73c178.jpg,What type of numbers are on the clock face,arabic
9f75d5d1.jpg,What color is the sleeve,black
9f75d5d1.jpg,What is the color of the lid,silver
9f75d5d1.jpg,What is the main color of the bottle,transparent
9f75d5d1.jpg,What is the shape of the bottle,cylindrical
9f75d5d1.jpg,What material is the bottle made of,glass
9f7d0fe3.jpg,How many rows of beads are there,two
9f7d0fe3.jpg,What is the general color scheme of the beads,multicolor
9f7d0fe3.jpg,What is the overall style of the necklace,choker
9f7d0fe3.jpg,What is the primary metal color of the chain,gold
9f7d0fe3.jpg,What is the shape of the beads,round
9f81abef.jpg,What color is the trim on the pet bed,gray
9f81abef.jpg,What is the apparent texture of the pet bed's outer material,fabric
9f81abef.jpg,What is the main color of the pet bed,blue
9f81abef.jpg,What is the shape of the pet bed,oval
9f81abef.jpg,What type of animal is in the bed,dog
9f89ca1e.jpg,What is the apparent material of the outer covering,plastic
9f89ca1e.jpg,What is the light source type,led
9f89ca1e.jpg,What is the main color of the rope lights,purple
9f89ca1e.jpg,What is the overall form of the product shown,coil
9f89ca1e.jpg,What is the shape of the coiled lights,round
9f8e3e42.jpg,How many holes are visible in the lid,two
9f8e3e42.jpg,What is the main color of the lid,white
9f8e3e42.jpg,What is the material of the lid,pla
9f8e3e42.jpg,What is the overall appearance of the lid,smooth
9f8e3e42.jpg,What is the shape of the lid,round
9f915118.jpg,How many hands does the clock have,three
9f915118.jpg,What color is the frame,black
9f915118.jpg,What is the main color of the clock face,beige
9f915118.jpg,What is the shape of the clock,round
9f915118.jpg,What numerals are used on the clock face,roman
9f9a4ac1.jpg,How many earrings are shown in the image,two
9f9a4ac1.jpg,What appears to be the metal of the earring setting,white
9f9a4ac1.jpg,What is the main color of the gemstones,blue
9f9a4ac1.jpg,What is the shape of the gemstones,round
9f9a4ac1.jpg,What type of earrings are these,studs
9fa3e260.jpg,How many seams are visibly prominent on the front of the beanbag,three
9fa3e260.jpg,Is the bean bag filled with beans (visible in the image),no
9fa3e260.jpg,What appears to be the texture of the bean bag cover,smooth
9fa3e260.jpg,What is the main color of the bean bag,orange
9fa3e260.jpg,What is the shape of the bean bag,teardrop
9facecea.jpg,How many fitted sheets are visible in the image,one
9facecea.jpg,What is the main color of the comforter,navy
9facecea.jpg,What is the main color of the sheet set,blue
9facecea.jpg,What is the pattern on the comforter,quilted
9facecea.jpg,What is the shape of the items shown,rectangular
9fae790e.jpg,Are the earrings curved,yes
9fae790e.jpg,How many earrings are shown in the image,two
9fae790e.jpg,What is the main color of the earrings,yellow
9fae790e.jpg,What is the shape of the earrings,arches
9fae790e.jpg,What type of earrings are these,threaders
9fb07730.jpg,What color is the mat,beige
9fb07730.jpg,What is the apparent material of the frame,wood
9fb07730.jpg,What is the main color of the frame,white
9fb07730.jpg,What is the pattern of the mat,striped
9fb07730.jpg,What is the shape of the frame,rectangular
9fb6c58e.jpg,Does the mat have a border,yes
9fb6c58e.jpg,What is the apparent texture of the mat,carpeted
9fb6c58e.jpg,What is the main color of the mat,burgundy
9fb6c58e.jpg,What is the overall appearance of the mat,flat
9fb6c58e.jpg,What is the shape of the mat,rectangle
9fc0effc.jpg,How many bowls are shown,five
9fc0effc.jpg,What color are the lids,white
9fc0effc.jpg,What is the main pattern on the bowls,hydrangea
9fc0effc.jpg,What is the primary color of the floral design,purple
9fc0effc.jpg,What is the shape of the bowls,round
9fc723ec.jpg,Does the chair have a headrest,yes
9fc723ec.jpg,How many armrests does the chair have,two
9fc723ec.jpg,Is the chair foldable,yes
9fc723ec.jpg,What is the color of the chair's frame,black
9fc723ec.jpg,What is the main color of the chair's fabric,red
9fca1d80.jpg,How many screws are shown,four
9fca1d80.jpg,What is the finish of the handle,satin
9fca1d80.jpg,What is the main color of the handle,nickel
9fca1d80.jpg,What is the material of the screws,metal
9fca1d80.jpg,What is the shape of the handle,curved
9ff4d60a.jpg,What color are the laces,red
9ff4d60a.jpg,What is the main color of the upper boot,grey
9ff4d60a.jpg,What is the sole color,brown
9ff4d60a.jpg,What material is the upper cuff,felt
9ff4d60a.jpg,What type of boot is shown,duck
9ff61113.jpg,How many screws are shown,four
9ff61113.jpg,What is the color of the rubber foot,black
9ff61113.jpg,What is the main color of the doorstop,nickel
9ff61113.jpg,What is the material of the screws,metal
9ff61113.jpg,What is the shape of the doorstop's base,rectangular
9ff90a78.jpg,How many towels are in the stack,four
9ff90a78.jpg,What is the apparent texture of the towels,soft
9ff90a78.jpg,What is the main color of the towels,brown
9ff90a78.jpg,What is the shape of the towel stack,rectangular
9ff90a78.jpg,What type of fabric are the towels made of,cotton
9ffaafa3.jpg,How many earrings are shown in the image,two
9ffaafa3.jpg,What appears to be the metal of the earring setting,white
9ffaafa3.jpg,What is the main color of the gemstones,blue
9ffaafa3.jpg,What is the shape of the gemstones,round
9ffaafa3.jpg,What type of earring is shown,stud
a002b35b.jpg,What color is the lighter shade on the rug,ivory
a002b35b.jpg,What color is the sofa,brown
a002b35b.jpg,What is the main shape of the rug,rectangular
a002b35b.jpg,What is the predominant pattern on the rug,floral
a002b35b.jpg,What is the shape of the ottoman,round
a006d6c8.jpg,How many main zipper compartments are visible,two
a006d6c8.jpg,What is the apparent material of the backpack,fabric
a006d6c8.jpg,What is the main color of the backpack,black
a006d6c8.jpg,What is the shape of the backpack,rectangular
a006d6c8.jpg,What type of bag is shown,backpack
a0121a64.jpg,How many boxes are in a case,twenty
a0121a64.jpg,What is the main color of the gloves,translucent
a0121a64.jpg,What is the material of the gloves,polyethylene
a0121a64.jpg,What is the type of gloves,disposable
a0121a64.jpg,What size are the gloves,xl
a01ca354.jpg,How many mop heads are shown in the image,one
a01ca354.jpg,What is the main color of the mop head,blue
a01ca354.jpg,What is the shape of the mop head,rectangular
a01ca354.jpg,What is the texture of the mop strands,fuzzy
a01ca354.jpg,What material is the headband made of,cardboard
a027f95d.jpg,How many pieces are shown in the image,three
a027f95d.jpg,What is the main color of the TV mount,black
a027f95d.jpg,What is the minimum TV size it fits (in inches),50
a027f95d.jpg,What is the mounting style described,low
a027f95d.jpg,What is the shape of the main mount,rectangular
a02d10e5.jpg,What color is the dog,white
a02d10e5.jpg,What color is the mat,black
a02d10e5.jpg,What is the shape of the mat,round
a02d10e5.jpg,What material is the bowl,metal
a02d10e5.jpg,What type of dog is shown,poodle
a0349e1c.jpg,What color is the sole,white
a0349e1c.jpg,What color is the stripe on the shoe,blue
a0349e1c.jpg,What is the main color of the shoe,black
a0349e1c.jpg,What is the material of the upper shoe,textile
a0349e1c.jpg,What is the style of the shoe,sneakers
a0420a7d.jpg,How many earrings are shown,two
a0420a7d.jpg,What is the apparent metal of the setting,silver
a0420a7d.jpg,What is the main color of the stones,blue
a0420a7d.jpg,What is the shape of the stones,round
a0420a7d.jpg,What type of earrings are these,studs
a04f55bc.jpg,How many large heart-shaped gemstones are there,five
a04f55bc.jpg,What color are the gemstones,purple
a04f55bc.jpg,What is the design pattern of the bracelet,wave
a04f55bc.jpg,What is the primary metal of the bracelet,silver
a04f55bc.jpg,What is the shape of the main gemstones,hearts
a0567bd1.jpg,What color is the sole of the sandal,black
a0567bd1.jpg,What is the main pattern on the sandal,snake
a0567bd1.jpg,What is the primary color family of the sandal's upper,gray
a0567bd1.jpg,What is the style of the sandal,slides
a0567bd1.jpg,What material is the sandal's upper made of,leather
a05b933c.jpg,How many straps are visible on the sandal,three
a05b933c.jpg,What is the main color of the sandal,brown
a05b933c.jpg,What is the sole color,black
a05b933c.jpg,What material appears to be used for the upper,leather
a05b933c.jpg,What type of footwear is shown,sandal
a06396f8.jpg,Does the fabric appear smooth or rough,rough
a06396f8.jpg,Is the color uniform or variegated,variegated
a06396f8.jpg,What is the main color shown,grey
a06396f8.jpg,What is the overall appearance of the swatch,textured
a06396f8.jpg,What is the texture of the fabric,woven
a064d16e.jpg,Are the shoes high-top or low-top,low
a064d16e.jpg,How many shoes are shown in the image,one
a064d16e.jpg,What is the apparent material of the shoes,leather
a064d16e.jpg,What is the main color of the shoes,tan
a064d16e.jpg,What type of shoe is shown,loafers
a06805b2.jpg,What is the apparent condition of the towel,folded
a06805b2.jpg,What is the main color of the towel,white
a06805b2.jpg,What is the material of the towel,cotton
a06805b2.jpg,What is the shape of the towel,rectangular
a06805b2.jpg,What is the texture of the towel,plush
a0686723.jpg,What color is the binding,silver
a0686723.jpg,What is the main pattern on the cover,pineapples
a0686723.jpg,What is the overall color of the cover,white
a0686723.jpg,What is the year shown on the cover,2021
a0686723.jpg,What shape is the diary,rectangular
a06ba367.jpg,How many light bulbs are shown,twelve
a06ba367.jpg,What is the light's color temperature,soft
a06ba367.jpg,What is the main color of the glass,clear
a06ba367.jpg,What is the shape of the bulb,candle
a06ba367.jpg,What is the type of base,b11
a0770894.jpg,What is the apparent material of the upper,knit
a0770894.jpg,What is the color of the shoe's sole,white
a0770894.jpg,What is the main color of the shoe's upper,pink
a0770894.jpg,What is the overall shape of the shoe,rounded
a0770894.jpg,What is the style of the sneaker,slip
a0817893.jpg,What is the heel type of the boot,block
a0817893.jpg,What is the main color of the boot,cognac
a0817893.jpg,What is the style of the boot,ankle
a0817893.jpg,What material appears to be used for the boot,suede
a0817893.jpg,What type of closure is visible on the boot,zipper
a085b22c.jpg,What embellishment is present on some of the beads,rhinestone
a085b22c.jpg,What is the main color of the bracelet,white
a085b22c.jpg,What is the primary material of the beads,pearl
a085b22c.jpg,What is the shape of the bracelet,round
a085b22c.jpg,What type of closure does the bracelet have,stretch
a08911ed.jpg,How many phones are shown in the image,two
a08911ed.jpg,What is the main color of the phones,white
a08911ed.jpg,What is the overall style of the phones,modern
a08911ed.jpg,What is the shape of the phone's base,oval
a08911ed.jpg,What type of display is visible on the phones,digital
a0915803.jpg,Is the pillow sham folded,no
a0915803.jpg,What is the main color of the border,brown
a0915803.jpg,What is the main color of the pillowcase,white
a0915803.jpg,What is the shape of the pillow sham,rectangular
a0915803.jpg,What is the style of the border,banded
a09e94e8.jpg,What color are the flowers depicted,white
a09e94e8.jpg,What is the design style of the case,floral
a09e94e8.jpg,What is the main background color of the phone case,black
a09e94e8.jpg,What is the primary material of the vase,glass
a09e94e8.jpg,What is the shape of the vase,jar
a0a089d4.jpg,What is the apparent material of the tie,silk
a0a089d4.jpg,What is the main color of the tie,blue
a0a089d4.jpg,What is the overall style of the tie,classic
a0a089d4.jpg,What is the pattern on the tie,floral
a0a089d4.jpg,What is the shape of the tie,narrow
a0a2b000.jpg,How many washcloths are shown,one
a0a2b000.jpg,What is the main color of the washcloth,blue
a0a2b000.jpg,What is the shape of the washcloth,square
a0a2b000.jpg,What is the texture of the washcloth,soft
a0a2b000.jpg,What is the washcloth folded into,rectangle
a0a32cfc.jpg,What is the color of the sole,tan
a0a32cfc.jpg,What is the main color of the upper shoe,black
a0a32cfc.jpg,What is the material of the upper shoe,fabric
a0a32cfc.jpg,What is the style of the shoe,slip
a0a32cfc.jpg,What is the type of sole,platform
a0a408c0.jpg,How many accent beads are visible,one
a0a408c0.jpg,What is the material of the necklace clasp,metal
a0a408c0.jpg,What is the overall style of the necklace,beaded
a0a408c0.jpg,What is the primary color of the beads,black
a0a408c0.jpg,What is the shape of the beads,round
a0a83e62.jpg,What color is the rug's background,dark
a0a83e62.jpg,What is on top of the round ottoman,books
a0a83e62.jpg,What is the main shape in the rug's design,geometric
a0a83e62.jpg,What is the primary contrasting color on the rug,white
a0a83e62.jpg,What type of furniture is partially shown in the image,sofa
a0ab1017.jpg,How is the planter hung,wall
a0ab1017.jpg,What is the color of the hanger,copper
a0ab1017.jpg,What is the main color of the planter,white
a0ab1017.jpg,What is the shape of the planter,oval
a0ab1017.jpg,What material appears to be the planter's body,ceramic
a0ab541a.jpg,What is the color of the chair's footrest,black
a0ab541a.jpg,What is the main color of the chair's backrest,white
a0ab541a.jpg,What is the primary material of the chair's armrests,plastic
a0ab541a.jpg,What is the shape of the chair's base,star
a0ab541a.jpg,What type of wheels does the chair have,caster
a0b6d48c.jpg,How many levers are there,two
a0b6d48c.jpg,What is the main color of the door lever,nickel
a0b6d48c.jpg,What is the overall style of the door lever,modern
a0b6d48c.jpg,What shape are the levers,curved
a0b6d48c.jpg,What type of keyhole is shown,round
a0bcea13.jpg,Are the laces visible,yes
a0bcea13.jpg,What is the color of the sole,white
a0bcea13.jpg,What is the main color of the shoe,grey
a0bcea13.jpg,What material appears to be used for the upper,knit
a0bcea13.jpg,What type of shoe is shown,sneakers
a0c0e3af.jpg,What is the color of the sole,white
a0c0e3af.jpg,What is the main color of the shoe,brown
a0c0e3af.jpg,What is the style of the shoe,casual
a0c0e3af.jpg,What material are the shoes made of,synthetic
a0c0e3af.jpg,What type of shoe is shown,sneakers
a0cec28c.jpg,How many frying pans are shown,two
a0cec28c.jpg,How many pots are shown in the image,three
a0cec28c.jpg,What is the main color of the cookware set,black
a0cec28c.jpg,What is the material of the pot lids,glass
a0cec28c.jpg,What material are the utensil handles made of,black
a0cecc89.jpg,Does the mat have a visible border,yes
a0cecc89.jpg,What is the apparent texture of the mat,cut
a0cecc89.jpg,What is the main color of the mat,smoke
a0cecc89.jpg,What is the overall appearance of the mat,flat
a0cecc89.jpg,What is the shape of the mat,rectangular
a0d54cf7.jpg,How many shoes are shown in the image,one
a0d54cf7.jpg,What is the apparent material of the shoe,leather
a0d54cf7.jpg,What is the main color of the shoe,tan
a0d54cf7.jpg,What is the style of the shoe,formal
a0d54cf7.jpg,What type of closure does the shoe have,laces
a0e2840a.jpg,How many straps are visible on the sandal's upper,three
a0e2840a.jpg,What is the apparent material of the sandal's sole,rubber
a0e2840a.jpg,What is the main color of the sandal,black
a0e2840a.jpg,What is the style of the sandal,thong
a0e2840a.jpg,What type of footwear is shown,sandals
a0f2066b.jpg,What color is the armchair,grey
a0f2066b.jpg,What color is the throw blanket,orange
a0f2066b.jpg,What is the main pattern on the rug,diamond
a0f2066b.jpg,What is the primary color of the rug,white
a0f2066b.jpg,What is the shape of the floor lamp's shade,round
a0f390da.jpg,How many pillowcases are shown,two
a0f390da.jpg,What appears to be the material of the pillowcases,microfiber
a0f390da.jpg,What is the main color of the pillowcases,blue
a0f390da.jpg,What is the pattern on the pillowcases,chevron
a0f390da.jpg,What is the shape of the pillowcases,rectangular
a0f3ad06.jpg,Are the lines on the paper narrow or wide,narrow
a0f3ad06.jpg,How many pads are shown,twelve
a0f3ad06.jpg,What color are the top and bottom edges,black
a0f3ad06.jpg,What is the main color of the paper,white
a0f3ad06.jpg,What is the shape of the pads,rectangular
a0f55389.jpg,How many straps does the sandal have,two
a0f55389.jpg,What is the main color of the sandal,beige
a0f55389.jpg,What material appears to be used for the sandal straps,leather
a0f55389.jpg,What type of closure does the sandal have,buckle
a0f55389.jpg,What type of heel does the sandal have,stiletto
a101b944.jpg,What color is the sole,brown
a101b944.jpg,What is the main color of the shoe,black
a101b944.jpg,What is the style of the shoe,derby
