path,question,answer
94/941703a0.jpg,Is the ottoman tufted,no
94/9419e65f.jpg,What is the main color of the boot,black
94/9419e65f.jpg,What material are the boots made of,suede
94/9419e65f.jpg,What is the style of the boot,ankle
94/9419e65f.jpg,What is the heel type,block
94/9419e65f.jpg,What is the toe shape,square
94/941a72e1.jpg,What is the main color of the gloves,grey
94/941a72e1.jpg,What material are the gloves coated with,polyurethane
94/941a72e1.jpg,What is the color of the cuff,maroon
94/941a72e1.jpg,What is the glove's primary function,protection
94/941a72e1.jpg,What size are the gloves,xxs
94/941bb9d6.jpg,What is the main color of the lamp,black
94/941bb9d6.jpg,What is the lamp's type,desk
94/941bb9d6.jpg,How many arms does the lamp have,two
94/941bb9d6.jpg,What is the shape of the lampshade,dome
94/941bb9d6.jpg,What is the lamp's attachment method,clamp
94/94271ad6.jpg,What is the main color of the shoe upper,pink
94/94271ad6.jpg,What is the color of the shoe sole,tan
94/94271ad6.jpg,What type of shoe is shown,trainers
94/94271ad6.jpg,What material appears to be used for the upper,leather
94/94271ad6.jpg,What is the style of the laces,elastic
94/942767d2.jpg,What is the main color of the broom handle,black
94/942767d2.jpg,What is the color of the dustpan's edge,orange
94/942767d2.jpg,What is the primary material of the broom bristles,plastic
94/942767d2.jpg,What is the shape of the dustpan,curved
94/942767d2.jpg,What is the main color of the dustpan,gray
94/942f02e7.jpg,What is the main color of the binder,green
94/942f02e7.jpg,What is the shape of the binder,rectangular
94/942f02e7.jpg,How many rings does the binder have,three
94/942f02e7.jpg,What is the apparent material of the binder,cardboard
94/942f02e7.jpg,Is the binder open or closed,closed
94/942f4137.jpg,What is the main color of the shoe,blue
94/942f4137.jpg,What is the type of shoe shown,pump
94/942f4137.jpg,What is the toe shape of the shoe,pointed
94/942f4137.jpg,What is the heel type of the shoe,stiletto
94/942f4137.jpg,What is the material of the shoe,suede
94/9433e183.jpg,How many light bulbs are shown,six
94/9433e183.jpg,What is the shape of the bulbs,round
94/9433e183.jpg,What is the main color of the bulbs,white
94/9433e183.jpg,What type of base do the bulbs have,bayonet
94/9433e183.jpg,What is the material of the bulb's body,plastic
94/943bf347.jpg,What is the main color of the cushions,green
94/943bf347.jpg,How many separate cushion pieces are shown,three
94/943bf347.jpg,What is the apparent shape of the largest cushion,rectangular
94/943bf347.jpg,What is the overall arrangement of the cushions,layered
94/943bf347.jpg,What is the texture of the cushion fabric appear to be,woven
94/94522e0a.jpg,What is the main color of the sandals,gold
94/94522e0a.jpg,What is the style of the sandal,open
94/94522e0a.jpg,What is the heel type of the sandal,flat
94/94522e0a.jpg,What material appears to be used for the straps,leather
94/94522e0a.jpg,How many straps are visible across the foot,three
94/9456210c.jpg,What is the main color of the suitcase,red
94/9456210c.jpg,What type of luggage is shown,suitcase
94/9456210c.jpg,How many wheels does the suitcase have,four
94/9456210c.jpg,Is the suitcase hard or soft,soft
94/9456210c.jpg,What is the handle type,telescopic
94/9469d839.jpg,What is the main color of the hangers,gray
94/9469d839.jpg,What material are the hanger hooks made of,metal
94/9469d839.jpg,What is the shape of the hangers,curved
94/9469d839.jpg,How many hangers are shown in the image,thirty
94/9469d839.jpg,What is the texture of the hanger surface,velvet
94/947101d9.jpg,What is the main color of the lights,white
94/947101d9.jpg,How many lights are shown in total,twelve
94/947101d9.jpg,What is the apparent shape of each individual light,linear
94/947101d9.jpg,What is the overall arrangement of the lights,array
94/947101d9.jpg,What appears to be the material of the light fixtures' casings,metal
94/94751947.jpg,What is the main color of the charging station,black
94/94751947.jpg,How many controllers are shown being charged,two
94/94751947.jpg,What device is the headset resting on,stand
94/94751947.jpg,What type of plug is shown on the power adapter,us
94/94751947.jpg,What is the color of the Playstation VR headset,white
94/947b39ca.jpg,What is the shape of the dining table,rectangular
94/947b39ca.jpg,What is the main color of the chairs,brown
94/947b39ca.jpg,How many chairs are there,six
94/947b39ca.jpg,What is the apparent material of the table,wood
94/947b39ca.jpg,What is the pattern on the chair cushions,geometric
94/94803a5e.jpg,What is the main color of the charger,black
94/94803a5e.jpg,How many USB ports are visible,two
94/94803a5e.jpg,What type of cable is included,usb
94/94803a5e.jpg,What is the shape of the charger's body,cylindrical
94/94803a5e.jpg,What is the connector type for the car,standard
94/94895ac1.jpg,What is the main color of the sandal,black
94/94895ac1.jpg,What is the type of footwear shown,sandal
94/94895ac1.jpg,What material is the sandal primarily made of,leather
94/94895ac1.jpg,How many straps does the sandal have,one
94/94895ac1.jpg,What is the style of the strap,cross
94/94906a95.jpg,What is the primary metal of the necklace,silver
94/94906a95.jpg,What is the main color of the hummingbird,blue
94/94906a95.jpg,What type of creature is depicted on the pendant,hummingbird
94/94906a95.jpg,What is the shape of the pendant,bird
94/94906a95.jpg,What kind of stones are used to decorate the hummingbird,crystals
94/94971bd3.jpg,What is the main color of the chair,brown
94/94971bd3.jpg,What material appears to be used for the chair's covering,leather
94/94971bd3.jpg,What is the shape of the chair's backrest,curved
94/94971bd3.jpg,What type of base does the chair have,wheel
94/94971bd3.jpg,What is the color of the chair's armrests,brown
94/94a4518b.jpg,What is the main shape of the handle,rectangular
94/94a4518b.jpg,What is the finish of the handle,bronze
94/94a4518b.jpg,What is the metal of the screws,silver
94/94a4518b.jpg,How many screws are shown,four
94/94a4518b.jpg,What is the overall style of the handle,modern
94/94a89cc3.jpg,What is the main color of the sandal,black
94/94a89cc3.jpg,What type of material is the upper part of the sandal,leather
94/94a89cc3.jpg,What is the type of heel on the sandal,wedge
94/94a89cc3.jpg,What material is the wedge made of,espadrille
94/94a89cc3.jpg,What is the closure type of the sandal,buckle
94/94b10448.jpg,What is the main shape of the handle,bar
94/94b10448.jpg,What is the apparent finish of the handle,nickel
94/94b10448.jpg,How many screws are shown,four
94/94b10448.jpg,What is the head type of the screws,pan
94/94b10448.jpg,What is the overall color of the handle,silver
94/94b42e96.jpg,What is the shape of the locket,heart
94/94b42e96.jpg,What is the main color of the locket's interior,red
94/94b42e96.jpg,What is the apparent material of the chain,silver
94/94b42e96.jpg,What is the design style of the locket,filigree
94/94b42e96.jpg,How many hinges are visible on the locket,one
94/94b8b132.jpg,What is the main color of the backpack,blue
94/94b8b132.jpg,What color are the accents on the backpack,red
94/94b8b132.jpg,What is the shape of the backpack,rectangular
94/94b8b132.jpg,How many main compartments are visible,one
94/94b8b132.jpg,What type of closure is shown on the main compartment,zipper
94/94bb4285.jpg,What is the main color of the shoe,navy
94/94bb4285.jpg,What is the style of the shoe,slip
94/94bb4285.jpg,What color is the sole,white
94/94bb4285.jpg,What is the apparent texture of the upper,knit
94/94bb4285.jpg,What type of footwear is shown,sneakers
94/94bfa4d0.jpg,What is the main color of the shoe,black
94/94bfa4d0.jpg,What type of shoe is shown,slip
94/94bfa4d0.jpg,What color is the sole,grey
94/94bfa4d0.jpg,What is the pattern of the upper,textured
94/94bfa4d0.jpg,Is the shoe design simple or complex,simple
94/94cec72a.jpg,What is the main color of the handbag,pink
94/94cec72a.jpg,What shape is the handbag,rectangular
94/94cec72a.jpg,What is the style of the handbag,tote
94/94cec72a.jpg,What material appears to be used,leather
94/94cec72a.jpg,What is present as an accessory,tassel
94/94eb4f14.jpg,What is the shape of the pendant,eye
94/94eb4f14.jpg,What color is the central stone,turquoise
94/94eb4f14.jpg,What is the primary metal color,gold
94/94eb4f14.jpg,What is the type of necklace,pendant
94/94eb4f14.jpg,What color are the smaller stones surrounding the central stone,blue
94/94f5928f.jpg,What is the main color of the towels,red
94/94f5928f.jpg,How many stacks of towels are shown,two
94/94f5928f.jpg,What is the apparent texture of the towels,soft
94/94f5928f.jpg,What is the shape of each towel,square
94/94f5928f.jpg,Are the towels folded,yes
94/94f75ca1.jpg,What is the main color of the charger,white
94/94f75ca1.jpg,What is the connector type on the cable end,lightning
94/94f75ca1.jpg,How many USB ports are on the charger,two
94/94f75ca1.jpg,What type of plug is on the charger,us
94/94f75ca1.jpg,What is the material of the cable,plastic
95/950f6af9.jpg,What is the main color of the hammock,blue
95/950f6af9.jpg,What material appears to be used for the frame,metal
95/950f6af9.jpg,What is the shape of the hammock,rectangular
95/950f6af9.jpg,How many legs does the hammock stand have,four
95/950f6af9.jpg,Is there a pillow included,yes
95/9510cfb8.jpg,What is the main color of the case's design,gold
95/9510cfb8.jpg,What is the texture of the design on the case,sparkle
95/9510cfb8.jpg,What is the apparent material of the case's outer layer,silicone
95/9510cfb8.jpg,What is the shape of the case,rectangular
95/9510cfb8.jpg,What is the phone model this case fits,samsung
95/95136896.jpg,What is the metal color of the bracelet,rose
95/95136896.jpg,What is the shape of the central diamond,round
95/95136896.jpg,What is the clasp type,lobster
95/95136896.jpg,What is the setting style of the diamond,bezel
95/95136896.jpg,What is the main jewelry type shown,bracelet
95/9527bcd6.jpg,What is the shape of the mat,rectangular
95/9527bcd6.jpg,What is the main color of the mat,black
95/9527bcd6.jpg,What is the overall pattern of the mat,square
95/9527bcd6.jpg,Does the mat appear to have a thick or thin profile,thin
95/9527bcd6.jpg,What is the apparent texture of the mat,woven
95/952da227.jpg,What is the main color of the handle set,brass
95/952da227.jpg,What is the shape of the main handle,oval
95/952da227.jpg,How many separate pieces are shown in the image,four
95/952da227.jpg,What type of keyhole is shown,round
95/952da227.jpg,What is the style of the door handle,classic
95/952ed76d.jpg,What is the main color of the tawa,black
95/952ed76d.jpg,What is the shape of the cooking surface,round
95/952ed76d.jpg,What material is the handle made of,plastic
95/952ed76d.jpg,How many rivets are visible on the tawa,two
95/952ed76d.jpg,What is the overall form of the tawa,flat
95/95321e29.jpg,What is the main color of the bottle,clear
95/95321e29.jpg,What color is the lid,green
95/95321e29.jpg,What is the approximate capacity of the bottle in ml,600
95/95321e29.jpg,What is the material of the bottle,plastic
95/95321e29.jpg,How many parts does the lid appear to have,two
95/95462f93.jpg,What is the main color of the tripod,black
95/95462f93.jpg,How many legs does the tripod have,three
95/95462f93.jpg,What is the apparent material of the tripod legs,carbon
95/95462f93.jpg,What is the shape of the tripod's base,triangular
95/95462f93.jpg,What type of head does the tripod appear to have,ball
95/955d1f60.jpg,What is the main color of the boot,black
95/955d1f60.jpg,What is the heel type,block
95/955d1f60.jpg,What is the boot's shaft height,mid
95/955d1f60.jpg,What type of material is visible on the toe,suede
95/955d1f60.jpg,What is the overall style of the boot,boots
95/956cd8be.jpg,What is the main color of the case,red
95/956cd8be.jpg,What shape is the prominent design element,heart
95/956cd8be.jpg,What color is the outline of the heart,gold
95/956cd8be.jpg,What is depicted next to the heart,rose
95/956cd8be.jpg,What is the background texture,glitter
95/9574b480.jpg,What is the main color of the shoe upper,navy
95/9574b480.jpg,What color is the sole,white
95/9574b480.jpg,What is the type of laces,round
95/9574b480.jpg,What is the style of the shoe,running
95/9574b480.jpg,What material appears to be used for the upper,knit
95/95811551.jpg,What is the main color of the hat,charcoal
95/95811551.jpg,What is the style of the hat,skullcap
95/95811551.jpg,What is the apparent texture of the hat,knit
95/95811551.jpg,Is the hat folded,no
95/95811551.jpg,What is the shape of the hat,beanie
95/95916692.jpg,What is the shape of the amethyst stones,round
95/95916692.jpg,What is the setting style of the amethyst,bezel
95/95916692.jpg,What is the primary color of the gemstone,purple
95/95916692.jpg,What type of metal appears to be used,silver
95/95916692.jpg,What is the earring style,studs
95/9599f4bf.jpg,What is the main color of the flowers,purple
95/9599f4bf.jpg,What is the shape of the phone case,rectangular
95/9599f4bf.jpg,What is the design on the case,flowers
95/9599f4bf.jpg,What type of case is it,soft
95/9599f4bf.jpg,What is the phone model shown,vivo
95/95a0846c.jpg,What is the main color of the utensils,silver
95/95a0846c.jpg,What is the primary material of the utensils,steel
95/95a0846c.jpg,How many utensils are shown in total,twenty
95/95a0846c.jpg,What is the shape of most of the utensil handles,cylindrical
95/95a0846c.jpg,What is the arrangement of the utensils in the image,scattered
95/95a4a4c5.jpg,What is the main color of the hat,green
95/95a4a4c5.jpg,What is the style of the hat,beanie
95/95a4a4c5.jpg,What is the primary texture of the knit,cable
95/95a4a4c5.jpg,What appears to be the material of the hat,cashmere
95/95a4a4c5.jpg,What is the shape of the hat,oval
95/95ac552e.jpg,What is the main color of the bags,grey
95/95ac552e.jpg,How many bags are shown stacked,three
95/95ac552e.jpg,What shape are the bags,rectangular
95/95ac552e.jpg,What is visible through the clear panel,clothes
95/95ac552e.jpg,What type of closure do the bags have,zipper
95/95adf8e7.jpg,What is the main color of the batteries,gray
95/95adf8e7.jpg,What type of battery is shown,aa
95/95adf8e7.jpg,What is the arrangement of the batteries,grid
95/95adf8e7.jpg,How many batteries are in a row,ten
95/95adf8e7.jpg,What is the packaging type,bulk
95/95b03ca9.jpg,What is the main color of the iPad case,pink
95/95b03ca9.jpg,What is the overall shape of the case,rectangular
95/95b03ca9.jpg,What is the apparent material of the case,leather
95/95b03ca9.jpg,How many sections does the front cover appear to have,two
95/95b03ca9.jpg,What is the color of the side shown,black
95/95b82b8c.jpg,What is the shape of the gemstones,oval
95/95b82b8c.jpg,What is the main color of the gemstones,pink
95/95b82b8c.jpg,What type of earring closure is shown,leverback
95/95b82b8c.jpg,What metal is mentioned in the name,gold
95/95b82b8c.jpg,How many earrings are in the image,two
95/95bfa04e.jpg,What is the main color of the towel,white
95/95bfa04e.jpg,What is the color of the stripes,grey
95/95bfa04e.jpg,How many stripes are on the towel,two
95/95bfa04e.jpg,What is the texture of the towel,plush
95/95bfa04e.jpg,What is the shape of the towel,rectangular
95/95c585fd.jpg,What is the main color of the shoe,black
95/95c585fd.jpg,What is the type of shoe shown,slip
95/95c585fd.jpg,What is the primary material of the upper,textile
95/95c585fd.jpg,What color is the sole,white
95/95c585fd.jpg,Is the shoe design primarily patterned or solid,patterned
95/95c6dc7d.jpg,What is the main color of the bracelet,black
95/95c6dc7d.jpg,What material is the clasp made of,metal
95/95c6dc7d.jpg,What is the pattern on the leather band,ribbed
95/95c6dc7d.jpg,What shape is the clasp,square
95/95c6dc7d.jpg,What is the primary material of the bracelet band,leather
95/95c945ee.jpg,What is the main color of the shoe,tan
95/95c945ee.jpg,What is the heel type,block
95/95c945ee.jpg,What is the style of the sandal,gladiator
95/95c945ee.jpg,What material appears to be used for the tassel,leather
95/95c945ee.jpg,What is the closure type,lace
95/95cbb38f.jpg,What is the shape of the diamond,round
95/95cbb38f.jpg,What is the metal of the ring,gold
95/95cbb38f.jpg,What is the setting style of the diamond,prong
95/95cbb38f.jpg,What is the main color of the ring,white
95/95cbb38f.jpg,What is the overall style of the ring,solitaire
95/95dd01e9.jpg,What is the shape of the clock,round
95/95dd01e9.jpg,What is the main color of the clock frame,black
95/95dd01e9.jpg,What is the number of hands on the clock,three
95/95dd01e9.jpg,What is the style of the clock face design,aztec
95/95dd01e9.jpg,What is the dominant color of the clock face's pattern,beige
95/95e21f46.jpg,What is the main color of the shoes,brown
95/95e21f46.jpg,What is the shape of the toe,round
95/95e21f46.jpg,What is the type of shoe shown,flats
95/95e21f46.jpg,What is on the front of the shoe,bow
95/95e21f46.jpg,What material are the shoes seemingly made of,leather
95/95e39c2c.jpg,What is the main color of the shoe,black
95/95e39c2c.jpg,What is the type of shoe shown,sneaker
95/95e39c2c.jpg,What color is the sole of the shoe,white
95/95e39c2c.jpg,Is the shoe design patterned or plain,patterned
95/95e39c2c.jpg,"What is the style of the shoe (e.g., high-top, slip-on)",slip
95/95e4141e.jpg,What is the main color of the bedding,olive
95/95e4141e.jpg,What is the color of the throw blanket,mustard
95/95e4141e.jpg,What is the color of the bed frame,black
95/95e4141e.jpg,What type of bedding is shown,flannel
95/95e4141e.jpg,What size is the bed,queen
95/95e48a0d.jpg,What is the shape of the light bulbs,round
95/95e48a0d.jpg,What is the main color of the light bulbs,white
95/95e48a0d.jpg,How many light bulbs are shown in the image,ten
95/95e48a0d.jpg,What is the apparent material of the light bulbs,plastic
95/95e48a0d.jpg,What is the base type of the light bulbs,gu10
95/95e722f6.jpg,What is the main color of the tote bags,red
95/95e722f6.jpg,How many tote bags are shown in the image,two
95/95e722f6.jpg,What is the material of the tote bag handles,cotton
95/95e722f6.jpg,What is the shape of the tote bags,rectangular
95/95e722f6.jpg,Are the tote bags patterned or plain,plain
95/95ed03ee.jpg,What is the main color of the shoe,red
95/95ed03ee.jpg,What is the color of the sole,tan
95/95ed03ee.jpg,What type of material appears to be used for the upper,suede
95/95ed03ee.jpg,What is the style of the shoe,slipper
95/95ed03ee.jpg,Does the shoe have a platform sole,yes
95/95f004c7.jpg,What is the main color of the umbrella base,brown
95/95f004c7.jpg,What is the shape of the base,round
95/95f004c7.jpg,What material is the umbrella base made of,plastic
95/95f004c7.jpg,What is the texture of the base,ribbed
95/95f004c7.jpg,How many sections does the pole have,one
95/95f11a55.jpg,What is the shape of the pendant,heart
95/95f11a55.jpg,What is the main color of the gemstone,purple
95/95f11a55.jpg,What metal is the necklace made of,silver
95/95f11a55.jpg,What is the style of the pendant's design,filigree
95/95f11a55.jpg,What type of stone accents the heart,marcasite
95/95ffd815.jpg,What is the main color of the bow tie,wine
95/95ffd815.jpg,What is the type of the bow tie shown,pre
95/95ffd815.jpg,What is the apparent material of the bow tie,silk
95/95ffd815.jpg,How many bow ties are shown in the image,one
95/95ffd815.jpg,What is the style of the bow tie,solid
96/9605ab47.jpg,What is the main shape of the handle,lever
96/9605ab47.jpg,What is the finish of the door handle,brass
96/9605ab47.jpg,How many levers are shown in the image,two
96/9605ab47.jpg,What is the apparent material of the handle,metal
96/9605ab47.jpg,What type of door mechanism does this handle appear to be for,passage
96/96073435.jpg,What is the shape of the table top,square
96/96073435.jpg,What is the main material of the table,rattan
96/96073435.jpg,How many legs does the table have,four
96/96073435.jpg,What is the style of the table legs,x
96/96073435.jpg,Is the table folded or unfolded,unfolded
96/96189b45.jpg,What is the main object depicted on the phone case,brushes
96/96189b45.jpg,What color is the lace holder,white
96/96189b45.jpg,What is the shape of the phone case,rectangular
96/96189b45.jpg,What is the material of the phone case,hard
96/96189b45.jpg,How many brushes are shown,seven
96/961a13a9.jpg,What is the main color of the shoes,black
96/961a13a9.jpg,What type of shoe is shown,loafers
96/961a13a9.jpg,What is the apparent material of the shoe,leather
96/961a13a9.jpg,Are the shoes high-top or low-top,low
96/961a13a9.jpg,How many shoes are in the image,one
96/961f9fc6.jpg,What is the main metal color of the ring,silver
96/961f9fc6.jpg,What is the pattern on the inlay,crosshatch
96/961f9fc6.jpg,What color is the inlay's primary design,gold
96/961f9fc6.jpg,What is the secondary color of the inlay,black
96/961f9fc6.jpg,What is the shape of the ring,band
96/962dafdd.jpg,What is the main color of the dinnerware,white
96/962dafdd.jpg,How many dinner plates are shown stacked,six
96/962dafdd.jpg,How many bowls are shown stacked,six
96/962dafdd.jpg,What is the shape of the plates,round
96/962dafdd.jpg,What type of item is shown in the image,dinnerware
96/964f9bd3.jpg,How many bulbs are shown,two
96/964f9bd3.jpg,What is the shape of the bulbs,round
96/964f9bd3.jpg,What is the main color of the bulbs,white
96/964f9bd3.jpg,What is the base type of the bulb,screw
96/964f9bd3.jpg,What material are the bulbs primarily made of,plastic
96/9650257a.jpg,What is the main color of the items,red
96/9650257a.jpg,How many gloves are shown,two
96/9650257a.jpg,What type of hat is shown,beanie
96/9650257a.jpg,What is the primary texture of the scarf,ribbed
96/9650257a.jpg,How many items are in the set,three
96/96524b43.jpg,What is the main color of the earmuffs,black
96/96524b43.jpg,What is the main color of the safety glasses,clear
96/96524b43.jpg,What is the secondary color of the earmuffs,purple
96/96524b43.jpg,What type of eyewear is shown,glasses
96/96524b43.jpg,What type of hearing protection is shown,earmuffs
96/9660614a.jpg,What is the main color of the shoe,black
96/9660614a.jpg,What type of shoe is shown,loafer
96/9660614a.jpg,What appears to be the material of the shoe,leather
96/9660614a.jpg,What is the style of the shoe,formal
96/9660614a.jpg,How many shoes are in the image,one
96/96617882.jpg,What is the main color shown,green
96/96617882.jpg,What is the texture of the swatch,smooth
96/96617882.jpg,Does the swatch appear to be shiny or matte,matte
96/96617882.jpg,What is the overall tone of the color,dark
96/96617882.jpg,Is the swatch patterned or solid,solid
96/96621d78.jpg,What is the main color of the shoe,black
96/96621d78.jpg,What is the type of footwear shown,shoes
96/96621d78.jpg,What color is the accent stripe on the shoe,teal
96/96621d78.jpg,What material appears to be used for the shoe's upper,mesh
96/96621d78.jpg,What color is the outsole's heel section,orange
96/9668baa4.jpg,What is the main color of the sleeve,grey
96/9668baa4.jpg,What is the primary material of the sleeve,fabric
96/9668baa4.jpg,What type of closure does the sleeve have,zipper
96/9668baa4.jpg,How many external pockets are visible,two
96/9668baa4.jpg,What is the shape of the sleeve,rectangular
96/96723791.jpg,What is the main color of the tubes,white
96/96723791.jpg,How many tubes are shown,twelve
96/96723791.jpg,What is the shape of the tubes,linear
96/96723791.jpg,What is the apparent material of the tubes,plastic
96/96723791.jpg,What is the arrangement of the tubes,stacked
96/9676b9a7.jpg,What is the primary color of the bracelet,gold
96/9676b9a7.jpg,What is the shape of the stones in the bracelet,round
96/9676b9a7.jpg,What type of jewelry is shown,bracelet
96/9676b9a7.jpg,What is the setting style of the stones,prong
96/9676b9a7.jpg,How many rows of stones are visible,one
96/96771f9a.jpg,What is the main color of the bedding,yellow
96/96771f9a.jpg,What pattern is on the bedding,grid
96/96771f9a.jpg,What size is the bed,twin
96/96771f9a.jpg,What is the color of the headboard,beige
96/96771f9a.jpg,What is on the nightstand,laptop
96/967d6603.jpg,What is the main color of the clock face,teal
96/967d6603.jpg,What animal is depicted on the clock,panda
96/967d6603.jpg,What is the shape of the clock,round
96/967d6603.jpg,What color is the clock frame,black
96/967d6603.jpg,What type of numbers are on the clock,arabic
96/967ffaa3.jpg,What is the main color of the backpack,grey
96/967ffaa3.jpg,What color are the accents on the backpack,red
96/967ffaa3.jpg,What is the backpack's primary material,nylon
96/967ffaa3.jpg,Is a rain cover included,yes
96/967ffaa3.jpg,What is the shape of the folded backpack,rectangle
96/9680f092.jpg,What is the main color of the shoe,black
96/9680f092.jpg,What is the type of laces,round
96/9680f092.jpg,What color is the sole,white
96/9680f092.jpg,What is the material of the shoe upper,canvas
96/9680f092.jpg,What is the style of the shoe,casual
96/9681a8c1.jpg,What is the main color of the shoe,tan
96/9681a8c1.jpg,What type of closure do the shoes have,laces
96/9681a8c1.jpg,What is the style of the shoe,formal
96/9681a8c1.jpg,What material are the shoes primarily made of,leather
96/9681a8c1.jpg,What is the sole color,black
96/9686ff10.jpg,What is the main style of footwear shown,flip
96/9686ff10.jpg,What is the primary color of the footwear on the left,black
96/9686ff10.jpg,What is the primary color of the footwear on the right,grey
96/9686ff10.jpg,What is the apparent material of the footwear's sole,rubber
96/9686ff10.jpg,How many pairs of flip-flops are pictured,two
96/9689c28f.jpg,What is the main color of the batteries,green
96/9689c28f.jpg,What is the shape of the batteries,cylindrical
96/9689c28f.jpg,What is the number of batteries shown,fifteen
96/9689c28f.jpg,What is the top of the battery made of,metal
96/9689c28f.jpg,What is written on the side of the batteries,rechargeable
96/968d3ccb.jpg,What is the main color of the dog crate,black
96/968d3ccb.jpg,How many doors does the crate have,two
96/968d3ccb.jpg,What is the primary material of the crate,metal
96/968d3ccb.jpg,What shape is the bottom tray,rectangular
96/968d3ccb.jpg,Is the crate folded or unfolded,unfolded
96/968e7d97.jpg,What is the main color of the towel rack,black
96/968e7d97.jpg,What is the shape of the towel rack,t
96/968e7d97.jpg,What material is the base made of,marble
96/968e7d97.jpg,How many bars does the towel rack have,two
96/968e7d97.jpg,What is the overall style of the towel rack,modern
96/9690e7cd.jpg,What is the main color of the sandal,brown
96/9690e7cd.jpg,What is the type of footwear shown,sandal
96/9690e7cd.jpg,What material appears to be used for the upper part of the sandal,leather
96/9690e7cd.jpg,What is the color of the sole,black
96/9690e7cd.jpg,How many straps are visibly present on the sandal,two
96/969aa831.jpg,What is the main material of the cutlery,steel
96/969aa831.jpg,How many forks are shown,one
96/969aa831.jpg,What is the color of the cutlery,silver
96/969aa831.jpg,How many spoons are shown,three
96/969aa831.jpg,What type of spoon is the largest,tablespoon
96/969d06c4.jpg,What is the main color of the desk,black
96/969d06c4.jpg,How many shelves are visible,two
96/969d06c4.jpg,What is the shape of the tabletop,rectangular
96/969d06c4.jpg,What type of wheels are on the desk,casters
96/969d06c4.jpg,Is the desk foldable,yes
96/96a4015a.jpg,What is the main color of the shoe,black
96/96a4015a.jpg,What is the material of the wedge,espadrille
96/96a4015a.jpg,What is the style of the shoe,mules
96/96a4015a.jpg,What is the toe style of the sandal,open
96/96a4015a.jpg,Is the shoe a wedge,yes
96/96a6b808.jpg,What is the main color of the backpack,black
96/96a6b808.jpg,What is the primary style of the bag,sling
96/96a6b808.jpg,How many main compartments are visible,two
96/96a6b808.jpg,What material is the front pocket seemingly made of,mesh
96/96a6b808.jpg,What type of closure is used on the main compartment,zipper
96/96a988bf.jpg,What is the main color of the case,black
96/96a988bf.jpg,What is the apparent material of the case,leather
96/96a988bf.jpg,What is the overall shape of the case,rectangular
96/96a988bf.jpg,Is the case open or closed in the image,closed
96/96a988bf.jpg,How many visible seams are there on the front,one
96/96b4f774.jpg,What is the main shape of the beanbag cover,teardrop
96/96b4f774.jpg,What is the dominant color on the right side,yellow
96/96b4f774.jpg,What is the dominant color on the left side,black
96/96b4f774.jpg,How many colors are used in total,two
96/96b4f774.jpg,What is the apparent texture of the beanbag cover,smooth
96/96b74834.jpg,What is the main color of the cable,white
96/96b74834.jpg,What type of connector is on the right side,lightning
96/96b74834.jpg,What type of connector is on the left side,usb
96/96b74834.jpg,What metal is used for the connector casings,silver
96/96b74834.jpg,What is the material of the cable itself,plastic
96/96ba02dc.jpg,What is the main metal color of the ring,yellow
96/96ba02dc.jpg,What is the shape of the central stone,round
96/96ba02dc.jpg,What is the setting style of the central stone,halo
96/96ba02dc.jpg,How many bands are there in the ring set,two
96/96ba02dc.jpg,What is the apparent color of the smaller stones,white
96/96bcb796.jpg,What is the shape of the lid,dome
96/96bcb796.jpg,What is the main color of the lid,clear
96/96bcb796.jpg,How many lids are shown in the image,one
96/96bcb796.jpg,What is the apparent material of the lid,plastic
96/96bcb796.jpg,Is the lid sealed,no
96/96d6198c.jpg,What is the main color of the bags,white
96/96d6198c.jpg,What is the shape of the bags,rectangular
96/96d6198c.jpg,What material are the bags seemingly made of,mesh
96/96d6198c.jpg,What is the closure type on the bags,drawstring
96/96d6198c.jpg,How many bags are shown in total,sixteen
96/96e5091a.jpg,What is the main color of the charger,black
96/96e5091a.jpg,How many AA slots are visible,four
96/96e5091a.jpg,What type of port is shown on the side,usb
96/96e5091a.jpg,What is the shape of the charger's top,rectangular
96/96e5091a.jpg,What size batteries does it charge,aa
96/96e81a61.jpg,What is the main color of the case,black
96/96e81a61.jpg,What appears to be the primary material of the case,leather
96/96e81a61.jpg,What is the overall shape of the case,rectangular
96/96e81a61.jpg,How many visible straps are present on the case,one
96/96e81a61.jpg,Is the case open or closed in the image,closed
96/96f02b31.jpg,What is the main color of the mat's surface,beige
96/96f02b31.jpg,What is the color of the border,gray
96/96f02b31.jpg,What is the shape of the mat,rectangle
96/96f02b31.jpg,What appears to be the material of the mat,silicone
96/96f02b31.jpg,How many mats are shown in the image,one
96/96f1c566.jpg,What is the main color of the shoe,green
96/96f1c566.jpg,What type of shoe is shown,sneakers
96/96f1c566.jpg,What color are the laces,green
96/96f1c566.jpg,What color is the midsole stripe,white
96/96f1c566.jpg,What is the style of the shoe,casual
96/96fe7bfa.jpg,What is the main color of the bed frame,white
96/96fe7bfa.jpg,What is the pattern on the pillowcases,fish
96/96fe7bfa.jpg,What is the pattern on the duvet cover,stripes
96/96fe7bfa.jpg,What color are the stripes on the duvet cover,blue
96/96fe7bfa.jpg,What is the shape of the object on the floor near the bed,round
97/97003241.jpg,What is the main color of the pillow,black
97/97003241.jpg,What is the shape of the pillow,kidney
97/97003241.jpg,What appears to be the texture of the pillow cover,smooth
